212F30	3007
234F23	980E
234F26	9816
234F2C	9826
234F2D	981E
234F34	982B
234F37	9820
234F38	981F
234F3D	9833
234F40	982E
234F44	982F
234F45	9832
234F4B	9847
234F4E	9844
234F60	9852
234F62	984B
234F66	983F
234F6A	985C
234F6B	9859
234F6F	9857
234F72	9856
234F77	9862
234F7E	9868
235021	9865
235022	9866
235029	986C
235030	9873
235031	9874
235039	98AD
235040	98B4
235048	98B8
23504A	98BF
23504D	98BB
23504E	98C0
235053	98C6
23505F	98E1
235060	98E3
235061	98E4
235063	98E5
235068	98F1
23506C	98EB
235124	9907
235128	9902
23512F	9916
235130	9914
235131	9917
235132	9911
235138	9915
23513A	9924
23513B	991F
235140	991C
235143	9929
235145	9927
235147	991A
23514F	992E
235150	992C
235151	992A
235153	9933
235154	9942
235155	9932
235156	992B
235158	9931
23515C	993B
235160	993A
235161	9941
235164	9940
235166	993C
23516A	9948
23516C	9947
23516D	9949
235170	9943
235171	994D
235172	994C
235173	994E
235174	9950
23517A	9958
23517B	9954
23517E	9955
235222	9957
235229	995D
23522B	995F
23522F	9997
235230	9998
23523B	99A3
23523C	99A1
23523E	99A6
235241	99A9
235242	99AA
235249	99B5
23524D	99BF
23524E	99BC
23524F	99C3
235253	99B9
235254	99BD
235261	99D3
235263	99D4
235265	99C9
235269	99D8
235274	99EC
23527A	99F0
23527B	99E3
23527C	99EA
235324	9A02
235329	99F8
23532A	99F4
235330	99FB
235331	99FD
23533D	9A0F
23533E	9A0B
23533F	9A09
235344	9A04
235345	9A11
235347	9A05
235348	9A10
23534C	9A24
23534D	9A22
23534F	9A20
235352	9A27
235359	9A2F
23535A	9A38
235360	9A2D
235361	9A35
235364	9A32
235369	9A36
23536A	9A2E
235370	9A41
235374	9A3B
235379	9A42
23537A	9A44
23537D	9A48
23537E	9A4C
235422	9A4D
235424	9A52
235427	9A4A
23542A	9A58
23542C	9A56
235433	9A64
235434	9A66
23543A	9A6B
23543F	9AAD
235441	9AAB
235443	9AB1
235445	9AB3
235449	9AB6
23544C	9ABB
235450	9ABA
235454	9ABD
235457	9AC1
235459	9AC0
23545A	9AC2
23545D	9AC8
235466	9AD0
23546A	9AD1
23546D	9AD6
235472	9ADC
235474	9ADF
235476	9AE0
235477	9AE2
235521	9AE7
235527	9AEB
235528	9AF2
23552A	9AEF
235532	9AF9
235535	9AFD
235536	9B01
235538	9B02
23553B	9B00
23553C	9B08
23553E	9B04
235541	9B05
235543	9B0B
235547	9B0E
23554E	9B11
23554F	9B10
235554	9B18
235556	9B1D
23555E	9B1F
235566	9B23
23556C	9B29
235573	9B2D
235574	9B2E
235576	9B2F
23557D	9B34
235622	9B35
235623	9B37
235636	9B43
23563A	9B48
23563C	9B4E
23563E	9B4D
235641	9B4B
235647	9B51
23565D	9B74
235663	9B68
235672	9B80
235673	9B8C
23567A	9B95
23567B	9B7D
235721	9B83
235729	9B8E
23572B	9B90
23572E	9B93
23572F	9B97
235731	9B92
235732	9B98
235736	9B9F
235739	9B9D
23573C	9BAD
23573D	9B9A
23573F	9BA8
235742	9B9E
235743	9B99
235749	9B86
23574E	9BA0
235756	9BC7
235759	9BD2
23575D	9BC6
23575E	9BBF
23575F	9BC1
235766	9BB9
23576B	9BBB
23576C	9BD3
23576E	9BC0
235772	9BC8
235777	9BD7
23577A	9BD6
23577C	9BEB
235823	9BD5
235827	9BE4
23582B	9BF1
23582C	9BE1
23582D	9BDB
23582F	9BE2
235831	9BF0
235834	9BD4
23583E	9BFF
235843	9C06
235844	9C15
235849	9C0A
23584B	9C08
23584C	9C14
23584D	9C04
235852	9C02
235854	9C10
235859	9C12
23585C	9C09
235866	9C1C
235869	9C2F
23586E	9C23
235870	9C2E
235871	9C28
235878	9C21
235879	9C24
23587E	9C46
235925	9C32
235926	9C44
235928	9C48
235929	9C39
23592A	9C33
235930	9C47
235932	9C35
235934	9C37
235938	9C52
23593B	9C58
235945	9C51
235949	9C63
23594F	9C67
235955	9C5F
235956	9C60
235958	9C6D
23595B	9C68
23595C	9C6F
23595E	9C6E
23596B	9C7A
235973	9CE7
235974	9CF0
235977	9CF2
235A21	9D02
235A22	9D03
235A23	9CF7
235A24	9D04
235A28	9D07
235A2C	9CF8
235A2F	9D2A
235A30	9D25
235A3F	9D1E
235A44	9D1D
235A48	9D1F
235A4F	9D41
235A53	9D36
235A63	9D3E
235A65	9D30
235A68	9D42
235A69	9D40
235A6B	9D3D
235A70	9D5C
235A75	9D53
235A7B	9D59
235B26	9D5A
235B2A	9D52
235B2C	9D77
235B2E	9D8A
235B2F	9D7A
235B35	9D87
235B3F	9D78
235B42	9D7E
235B47	9D69
235B4D	9D7B
235B4F	9D83
235B52	9D6F
235B59	9DA9
235B5E	9D92
235B60	9D98
235B66	9DA4
235B67	9DAA
235B6A	9DA1
235B6B	9D9A
235B70	9D96
235B74	9DB1
235B76	9DB6
235B77	9DBC
235B79	9DC0
235B7A	9DC1
235B7B	9DB8
235B7C	9DBA
235B7E	9DCF
235C22	9DC7
235C27	9DC3
235C28	9DBB
235C32	9DB9
235C34	9DAC
235C36	9DB2
235C3A	9DDF
235C3E	9DD9
235C45	9DD6
235C46	9DDE
235C4F	9DE9
235C57	9DF2
235C5B	9DF8
235C5C	9DFC
235C5F	9DEB
235C65	9DEF
235C6A	9DED
235C6C	9DE6
235C6D	9DEE
235C71	9E07
235C7E	9DFD
235D27	9E0E
235D2B	9E11
235D36	9E15
235D37	9E18
235D39	9E1C
235D3A	9E1B
235D3B	9E1D
235D3C	9E75
235D42	9E7A
235D43	9E7B
235D47	9E80
235D48	9E83
235D49	9E84
235D4B	9E88
235D4F	9E87
235D55	9E90
235D58	9E8C
235D5A	9E95
235D5C	9E91
235D5D	9E9B
235D66	9E9E
235D77	9EAD
235D79	9EAF
235D7A	9EB0
235E30	9EC1
235E35	9EC6
235E37	9EC8
235E42	9ECC
235E4A	9ED0
235E4C	9ED3
235E53	9EDA
235E55	9EDF
235E57	9EE3
235E59	9EE5
235E5C	9EE7
235E60	9EEE
235E66	9EF0
235E6F	9EF6
235E74	9EF9
235E76	9EFB
235E77	9EFC
235E7A	9EFD
235E7B	9EFE
235E7C	9EFF
235E7D	9F02
235F2F	9F0F
235F31	9F10
235F32	9F12
235F33	9F16
235F34	9F17
235F37	9F1A
235F45	9F22
235F48	9F2B
235F49	9F26
235F53	9F2F
235F5E	9F39
235F5F	9F37
235F64	9F3D
235F69	9F41
235F6D	9F45
235F6F	9F46
235F71	9F48
235F73	9F49
235F79	9F4E
235F7B	9F4F
235F7C	9F54
235F7E	9F55
236023	9F57
236028	9F60
23603F	9F6E
236040	9F6F
236047	9F76
23605B	9F8E
236061	9F93
236062	9F95
23606B	9FA0
236071	9FA5
236072	9FA4
273032	5E76
27304C	5E72
27304D	4E71
273058	4E9A
273138	5E03
27313C	5360
27314C	6765
27314F	4ED1
27315D	4FA0
273169	7CFB
27316C	4ED3
273173	4EEC
273179	4FE9
273224	4E2A
273226	4F25
27322D	4F26
27322E	4EC3
273233	4F1F
273235	4FA7
273238	4FA6
27323E	5BB6
273240	5907
273241	6770
273243	4F27
273244	4F1E
273246	4F20
273247	503A
273249	4EC5
27324A	503E
27324C	4F24
273251	4FA5
273255	4EC6
273256	4F2A
273257	8C61
273258	4FA8
273259	4EEA
27325A	4EBF
27325D	4EF7
27325E	4FAC
273260	4FA9
273261	4FED
273262	50A7
273263	5C3D
273265	4FE6
273266	4F18
273267	507F
273269	50A8
27326A	4FEA
27326B	4FE8
273273	51F6
27327A	513F
27327B	5156
273323	4E24
273340	51BB
273348	51EF
27336B	514B
27336D	5219
273370	521A
273376	5240
273378	521B
27337C	5212
27337E	5267
273421	5251
273422	5218
273423	5242
27342F	52B2
273433	52A1
273434	52A8
273435	52B3
273436	52CB
273437	80DC
273438	52BF
27343C	52B1
27343D	529D
273451	6C47
273452	532E
273455	533A
27345F	5346
273460	534F
27347A	538C
27347B	5389
27347D	53C2
27352B	4E1B
27363E	5458
273648	95EE
273649	54D1
273663	4E27
273668	5355
27366D	5524
27366F	4E54
273671	54DF
273678	556C
27367A	5417
273721	545C
273722	545B
273727	5567
27372C	53F9
27372E	5455
273730	5C1D
273731	55BD
273732	5520
273733	5578
27373D	5480
273740	53FD
273744	5428
273745	55B7
273746	5F53
273747	54DD
27374B	55F3
27374E	549B
273751	5413
273754	565C
273755	5411
273756	5499
27375A	4E25
27375B	5624
27375C	556D
27375D	55EB
27375E	56A3
273761	7F57
273762	5453
273764	5631
27376F	56EF
273770	56F4
273771	56ED
273772	5706
273773	56E2
273774	56FE
27383B	6267
27383E	57A9
273844	62A5
273845	5C27
27384A	573A
27384D	6D82
273855	575E
273856	5757
273859	5C18
27385A	57AB
27385B	5811
273860	575F
273861	5760
273862	5815
273864	575B
273867	57A6
273869	538B
27386B	5739
27386C	5792
27386D	5784
27386E	574F
27386F	575C
273871	575D
273874	58EE
273876	58F6
273877	5BFF
273923	4F19
273924	68A6
27392E	5939
27393F	5941
273940	593A
273941	594B
273953	5986
273A27	5987
273A28	5A04
273A36	5988
273A3B	59AA
273A41	5A34
273A43	5A75
273A44	5A07
273A45	59A9
273A48	5AD4
273A4A	5A74
273A4B	5A76
273A5B	5B59
273A5F	5B5A
273A60	5B66
273A63	5B6A
273B2E	5BDD
273B31	5B9E
273B32	5B81
273B35	5BBD
273B36	5BA1
273B37	5199
273B38	5BA0
273B39	5B9D
273B3F	4E13
273B40	5C06
273B42	5BFB
273B43	5BF9
273B44	5BFC
273B4C	5C34
273B60	5C61
273B61	5C42
273B63	5C5E
273B6E	5188
273B74	5CE1
273B79	5C9B
273C28	5C9A
273C2A	5D2D
273C2B	5C96
273C2D	5C7F
273C2E	5CB3
273C31	5CE6
273C32	5DC5
273C33	5CA9
273C4F	5E05
273C51	5E08
273C52	5E10
273C53	5E26
273C58	5E27
273C5C	5E3C
273C5E	5E01
273C60	5E1C
273C61	5E2E
273C67	5E72
273C6B	51E0
273C76	5E93
273C77	5750
273C7E	5395
273D27	5E9F
273D2A	5E7F
273D2B	5E99
273D2C	5382
273D2D	5E9E
273D2E	5E90
273D2F	5385
273D47	5F20
273D4B	5F39
273D4C	5F25
273D4D	5F2F
273D4F	6C47
273D65	540E
273D67	5F84
273D6C	4ECE
273D6F	590D
273D74	5F7B
273D76	5F81
273E57	5FF0
273E5C	95F7
273E5E	6005
273E61	6076
273E6C	60EC
273E70	607B
273E77	7231
273E7E	607C
273F28	6001
273F29	5FFE
273F2B	6006
273F2E	5E86
273F31	60ED
273F33	5FE7
273F36	8651
273F38	60E8
273F39	60EF
273F3A	6078
273F3B	6002
273F3C	6B32
273F3E	5BAA
273F3F	51ED
273F41	60AF
273F42	6124
273F44	60EE
273F45	6187
273F47	60EB
273F48	5FC6
273F4A	5E94
273F4B	601C
273F4E	6073
273F54	6000
273F55	61D2
273F56	60AC
273F58	5FCF
273F59	6151
273F5B	60E7
273F5C	604B
273F6E	6218
273F6F	620F
27406C	631F
27407B	5377
27407D	626B
27407E	626A
274123	6302
274136	62A1
27413C	62E3
27413F	626C
274142	6325
27414F	635F
274153	6363
274155	62A2
27415A	5C4F
27415B	631A
27415F	6402
274160	63B4
274165	635E
274166	62E8
274168	6320
27416E	6251
274171	629A
274174	62E5
274176	51FB
274177	631E
27417A	6321
27417C	636E
27417D	63B3
27417E	62E9
274222	62C5
274224	6361
274225	6324
274226	62E7
274228	62DF
274229	6401
27422A	6269
27422B	63B7
27422C	64B5
27422E	6270
27422F	64DE
274230	6446
274231	62E2
274233	62E6
274234	6400
274235	6444
274237	631B
274238	644A
27423A	6405
27423B	63FD
274247	8D25
27424F	542F
274252	654C
274254	6570
274256	655B
274257	6BD9
274263	65A9
274266	65AD
27432D	65F6
274332	663C
274340	6656
274341	6655
274343	7545
274344	6682
274348	6653
274349	5386
27434B	66A7
27434D	65F7
274355	4E66
27435A	4F1A
274366	80E7
274426	4E1C
274463	6761
274468	67AD
274469	6800
27446D	5F03
27446E	6816
274471	680B
274476	6808
27447A	67A3
27447C	832D
274526	6781
27452A	6768
27452B	6862
27452D	4E1A
27452F	67AB
274537	8363
274539	6784
274540	67AA
274544	6837
274546	6869
274547	6807
274549	67A2
27454A	697C
27454C	6868
27454E	4E50
27454F	679E
274553	692D
274555	6811
274557	6866
274558	6734
27455B	6865
27455D	673A
27455F	6863
274561	68C0
274562	6867
274563	67E0
274564	69DF
274565	67DC
274566	69DB
27456A	6988
27456B	691F
27456C	6809
27456D	6A79
27456E	680F
27456F	6A31
274570	6743
274571	6984
274578	94A6
27457A	6B20
27457C	6B27
27457E	6B24
274621	6B22
274629	5C81
27462A	5386
27462B	5F52
274633	6B8B
274635	6B87
274636	6B93
274637	6BA1
274638	6B7C
27463B	6740
27463C	58F3
274640	6BB4
274655	6C14
274658	6C22
27474E	6CFE
274759	6CEA
274768	6D45
274774	6E0A
274777	6CA6
27477D	6D8C
27482D	6C64
274830	6D4B
274831	6DA1
274833	6D51
27483D	6C9F
274841	6C85
274842	706D
274844	6E7F
274848	6CA7
27484B	51C6
27484F	6CAA
274854	6E0D
274855	6DA8
274857	6C49
274858	6EE1
274859	6D9F
27485A	6E10
27485F	6EDE
274863	6D46
274864	6E17
274865	6E14
27486C	6CFC
27486D	6DA6
27486E	6DA7
27486F	6D01
274871	6D47
274878	6E83
27487B	6DC0
27487C	6D53
274921	6CFD
274922	6D4A
274926	6D4E
274927	6CDE
274928	6EE8
27492B	6EE5
27492D	6D9B
27492E	6DA9
274931	6C88
274932	6CFB
274933	6E0E
274934	6E85
274936	6EE4
274937	6D4F
27493A	6FD1
27493B	6CA5
27493C	6FD2
27493D	6F47
27493F	6F9C
274941	6D12
274942	6EE9
274943	6E7E
274944	6EE6
27494A	707E
274951	4E3A
27495D	4E4C
274966	65E0
27496A	70BC
27496D	70E6
27496F	7080
274975	6247
27497D	70ED
27497E	70EB
274A21	70BD
274A22	7096
274A24	706F
274A25	7116
274A26	70E7
274A2E	8425
274A30	70DB
274A31	707F
274A33	70E9
274A36	70C1
274A37	7089
274A38	70C2
274A42	7237
274A45	5C14
274A46	5899
274A4C	724D
274A53	5B83
274A5A	7275
274A5E	8366
274A61	728A
274A62	727A
274A68	72B6
274A70	72ED
274A72	72C8
274A79	72B9
274A7E	72F1
274B22	72EF
274B23	72EE
274B27	72EC
274B28	72DE
274B29	83B7
274B2A	72B7
274B2B	517D
274B2C	730E
274B2D	736D
274B2E	732E
274B2F	7321
274B47	73B0
274B57	73F2
274B5E	739B
274B5F	7410
274B64	7391
274B67	73AF
274B68	7477
274B69	73BA
274B6B	73D1
274B74	74EF
274B7A	4EA7
274C2D	4EA9
274C31	7544
274C33	6BD5
274C34	5F02
274C36	753B
274C39	5F53
274C3B	7574
274C3C	8FED
274C56	75C9
274C60	75A1
274C61	759F
274C62	75EA
274C63	75AF
274C6A	75AE
274C6D	75E8
274C6E	7597
274C71	75A0
274C73	75D2
274C75	765E
274C76	763E
274C77	7663
274C78	762B
274C79	766B
274C7B	53D1
274D29	7691
274D2D	76B1
274D3A	76CF
274D3C	5C3D
274D3D	76D1
274D3E	76D8
274D3F	5362
274D56	4F17
274D57	56F0
274D5D	7750
274D73	4E86
274D7C	77A9
274E27	77EB
274E3B	781A
274E3E	7815
274E45	7855
274E49	786E
274E4C	7801
274E53	7816
274E58	77F6
274E59	7840
274E5A	788D
274E5B	77FF
274E5C	77FE
274E5D	783A
274E5E	783E
274E6F	53EA
274E77	7978
274E78	796F
274E7B	7985
274E7C	793C
274E7D	7977
274F22	4E07
274F25	53B6
274F36	5E0C
274F3C	79F0
274F3D	79CD
274F40	8C37
274F44	79EF
274F46	7A23
274F49	7A51
274F4A	79FD
274F4B	83B7
274F4C	7A33
274F5C	6D3C
274F5D	7A9D
274F5F	7A77
274F60	7AA5
274F61	7A8D
274F62	7A9C
274F63	7AA6
274F64	7A83
274F6B	7ADE
274F70	5DF4
274F79	7B14
275021	7B0B
275023	8345
27502A	94B3
27502B	7B3A
275030	8303
275033	8282
275038	7BAC
275039	7B03
27503A	7B51
27503C	7B5B
27503E	7BD3
275041	7B80
275042	7BAB
275045	7BAA
275046	7BD1
275048	5E18
27504B	7B7E
27504C	7BEE
27504D	7B79
275050	7B3C
275051	7C41
275052	7B7E
275053	7BF1
275054	7BA9
275055	5401
275060	7C8B
275062	80E1
275068	7CAA
27506B	7CAE
27506F	7EA0
275070	7EAA
275071	7EA3
275072	7EA2
275073	7EAB
275074	7EA6
275075	7EA5
275076	7EBA
275077	7EB9
27507A	7EAD
27507C	7EB0
27507D	7EAF
27507E	7EBD
275121	7EB1
275122	7EB3
275123	7EA7
275124	7EB8
275125	7EB7
275126	7ECA
275128	7ECB
275129	624E
27512A	7ECD
27512B	7EC4
27512C	7EC6
27512D	7EC5
27512F	7ECC
275130	7EC8
275131	7EDF
275132	7EDE
275133	7ED2
275134	7ED3
275136	7EDA
275137	7EDD
275138	7EDC
275139	7ED9
27513B	4E1D
27513C	7ECF
27513D	6346
27513E	7EE2
27513F	7EE5
275140	7ED1
275141	7EFC
275142	7EFD
275143	7EFE
275144	7D27
275145	7EEB
275146	7F00
275148	7F51
275149	7EB2
27514A	7EF0
27514C	7EFF
27514D	7EF8
27514E	7EF4
27514F	7EF5
275150	7EB6
275151	7F01
275152	7F14
275153	7EAC
275154	7EC3
275155	7EEA
275156	7F04
275157	7F05
275158	7F09
275159	7F13
27515A	7F18
27515B	7F16
27515C	7EBF
27515D	7F0D
27515E	7F0E
27515F	7F23
275160	7F22
275161	8426
275162	7F1A
275163	81F4
275164	53BF
275165	7F29
275166	7EE9
275167	7F2A
275168	7F15
275169	7F27
27516C	7F1D
27516D	603B
27516E	7EB5
27516F	7F2B
275170	7F2E
275171	7EC7
275172	7EE3
275173	7ED5
275174	7F2D
275175	7CFB
275176	7EF3
275177	8327
275178	7ECE
275179	7ED8
27517A	8FAB
27517B	7F24
27517D	7EE7
27517E	7F20
275221	7EED
275222	7F28
275223	7EA4
275224	7F06
275233	7F5A
275234	9A82
275235	7F62
275237	7F57
275238	7F81
275242	4E49
27524D	4E60
275251	7FC6
275258	7FD8
27526F	5723
275271	95FB
275274	58F0
275275	8038
275276	806A
275277	8054
275278	804C
275279	8042
27527A	804B
27527B	542C
275321	8083
275344	80C1
27534A	8090
27534D	8109
275358	80BE
275359	80C0
27535E	80A0
275362	80BF
275365	8111
27536C	80F6
27536E	80A4
275371	817B
275378	8113
275379	80C6
27537A	8138
27537B	810D
27537C	8110
27537D	8191
27537E	814A
275421	80EA
275422	810F
275425	4E34
27542B	53F0
275432	4E0E
275433	5174
275434	4E3E
275435	65E7
27544A	8231
27544B	8230
27544E	8270
275458	5DF4
27545C	520D
275528	835A
275529	830E
27552A	82CB
27552D	5E84
27553C	534E
275541	83B1
27554D	82C7
27554F	53F6
275551	80E1
275553	8364
275555	83B4
27555D	5E2D
275563	836A
275564	82CE
275567	82CD
275568	8298
27556C	83B2
27556E	836B
275571	848B
275573	535C
275576	8361
27557C	829C
275622	8427
275624	59DC
275626	8537
275629	84DD
27562A	8428
27562E	501F
275631	827A
275632	85AE
275635	836F
275637	853C
275639	853A
27563A	82A6
27563B	82F9
27563C	82CF
27563D	8574
27563E	5170
275640	85D3
275642	841D
275644	4E47
275647	5904
275648	864F
27564A	53F7
27564C	4E8F
27565A	65E6
275676	8680
275679	80E1
27567A	867E
275724	8424
275725	8682
27572C	877C
275732	86F2
275733	866B
275734	8749
275735	8681
275736	8747
27573C	86CE
27573E	8721
27573F	86CA
275741	8695
275742	86EE
275746	672E
275747	4E8D
275749	536B
27574A	51B2
275762	8865
275763	91CC
275765	88C5
27576C	5236
275771	8934
275773	88E4
275777	4EB5
275779	891B
27577C	88C6
27577D	8884
275821	889C
275822	886C
275823	88AD
275828	89C1
275829	89C4
27582A	89C5
27582B	89C6
27582C	4EB2
27582D	89CE
27582E	89CA
27582F	89D0
275830	89C9
275831	89C8
275832	89C2
275835	89DE
275838	8BA1
275839	8BA2
27583A	8BA3
27583B	8BA6
27583C	8BB0
27583D	8BA8
27583E	8BA7
27583F	8BAA
275840	8BAF
275841	8BAB
275843	8BAD
275844	8BBF
275845	8BC0
275846	8BB6
275847	8BB7
275848	8BB8
275849	8BBE
27584A	8BB9
27584B	8BBC
27584C	6CE8
27584E	8BC4
27584F	8BCD
275851	8BC2
275852	8BCF
275853	8BC5
275854	8BC8
275855	8BCB
275856	8BC9
275857	8BCA
275858	8BE7
275859	8BE5
27585A	8BE6
27585B	8BD5
27585C	8BD7
27585D	8BD8
27585E	8BE3
27585F	8BD9
275860	8BDA
275861	5938
275862	8BDB
275863	8BE1
275865	8BE2
275866	8BDD
275867	8BE0
275868	8BDF
275869	8BF4
27586A	8BF5
27586B	8BEB
27586C	8BED
27586D	5FD7
27586F	8BEC
275870	8BA4
275871	8BEF
275872	8BF2
275873	8BF0
275874	8BF1
275875	8BF3
275876	8C0A
275877	8C06
275878	8C05
275879	8C08
27587A	8BF7
27587B	8BF8
27587C	8BFE
27587D	8C03
27587E	8BFF
275921	8C04
275922	8C01
275923	8BDE
275924	8BBA
275925	8C1B
275926	8C1A
275927	8C0F
275928	8BB3
275929	8C10
27592A	8C0D
27592B	8C0B
27592C	8C12
27592D	8C13
27592E	8BFA
27592F	8BBD
275930	8C15
275931	8C24
275932	8C26
275933	8C1C
275934	8BB2
275935	8C0E
275936	8C23
275937	8A8A
275938	8C22
275939	8C28
27593A	8C2C
27593B	8C1F
27593C	8BC6
27593D	8C31
27593E	8C32
27593F	8BC1
275940	8C2D
275942	8BA5
275943	8BAE
275946	8BD1
275947	8C34
275948	62A4
275949	8A89
27594A	8BFB
27594B	53D8
27594C	8BA9
27594D	8C36
27594E	8C17
275954	5C82
275957	7AD6
275958	4E30
27595E	4E88
275966	7683
275968	8D1D
275969	8D1E
27596A	8D1F
27596B	8D21
27596C	8D22
27596D	8D23
27596E	8D2F
27596F	8D27
275970	8D2A
275971	8D2B
275972	8D29
275975	8D39
275976	8D32
275977	8D3A
275978	8D35
275979	8D34
27597A	4E70
27597B	8D2C
27597C	8D3B
27597D	8D37
27597E	8D38
275A21	8D45
275A22	8D44
275A23	8D3C
275A24	8D3E
275A25	8D3F
275A26	8D40
275A27	8D41
275A28	8D42
275A29	5BBE
275A2A	8D48
275A2B	8D4A
275A2C	8D54
275A2D	8D4B
275A2F	5356
275A30	8D24
275A31	8D31
275A32	8D4F
275A33	8D50
275A34	8D28
275A35	8D4C
275A36	8D56
275A37	8D5B
275A38	8D5A
275A39	8D58
275A3A	8D2D
275A3B	8D60
275A3C	8D5D
275A3D	8D5E
275A3E	8D62
275A3F	8D61
275A40	8D43
275A41	8D4E
275A42	8D63
275A4F	8D75
275A50	8D76
275A53	8D8B
275A68	8DF5
275A71	8E0A
275A78	8E52
275A7E	8DF7
275B26	8DB8
275B28	8E0C
275B29	8DC3
275B2A	8E2F
275B2B	8E51
275B2C	8E8F
275B31	8EAF
275B32	8F66
275B33	8F67
275B34	519B
275B35	8F68
275B36	8F69
275B37	8F6B
275B38	8F6F
275B39	8F6D
275B3A	8F72
275B3B	8F74
275B3C	8F76
275B3D	8F83
275B3E	8F7C
275B3F	8F7D
275B40	8F7E
275B41	8F85
275B42	8F84
275B43	8F7B
275B45	8F87
275B46	8F86
275B47	8F8D
275B48	8F89
275B49	8F88
275B4A	8F6E
275B4B	8F8E
275B4C	8F90
275B4D	8F91
275B4E	8F93
275B4F	8F96
275B50	8F97
275B51	8F95
275B52	6BC2
275B53	8206
275B54	8F99
275B55	8F6C
275B56	8F9A
275B57	8F7F
275B58	8F70
275B59	8F94
275B5F	529E
275B60	8F9E
275B61	8FA9
275B64	519C
275B6D	8FF0
275B7D	8FD9
275B7E	8FDE
275C33	8FDB
275C34	8FD0
275C39	8FBE
275C3A	8FDD
275C3C	8FC2
275C3E	8FC7
275C44	8FDC
275C45	900A
275C48	9012
275C49	9002
275C4F	9009
275C50	8FDF
275C51	8FC1
275C52	8FBD
275C53	9057
275C56	8FC8
275C57	8FD8
275C5A	8FE9
275C5B	8FB9
275C5C	9026
275C5D	903B
275C6B	5369
275C6D	90AE
275C70	4E61
275C71	90B9
275C73	90D1
275C74	90BB
275C75	9093
275D2A	9154
275D2F	915D
275D30	4E11
275D31	533B
275D32	9171
275D34	917F
275D35	8845
275D38	91CA
275D3D	5398
275D3F	9488
275D40	9489
275D41	948A
275D43	9497
275D45	9493
275D46	948F
275D47	9499
275D48	949D
275D49	94AE
275D4A	94A0
275D4B	949E
275D4C	94A7
275D4D	94A4
275D4F	94B4
275D50	94B9
275D51	94B8
275D52	94C0
275D53	94BE
275D55	94C5
275D56	94A9
275D57	94C2
275D58	94C3
275D59	94F0
275D5A	94F6
275D5B	94D0
275D5C	94DC
275D5D	94ED
275D5E	94E2
275D5F	94EC
275D60	94E8
275D61	8854
275D62	950C
275D63	9511
275D64	9510
275D65	94FA
275D66	9500
275D67	94DD
275D68	9504
275D69	9509
275D6A	950B
275D6B	952D
275D6D	952F
275D6E	9530
275D6F	9519
275D70	94B1
275D71	94A2
275D72	9521
275D73	94EE
275D74	5F55
275D75	9525
275D76	9526
275D77	9540
275D78	9541
275D79	952E
275D7A	9532
275D7C	9505
275D7D	951A
275D7E	953E
275E21	949F
275E22	9524
275E23	9539
275E24	953B
275E25	9551
275E27	9547
275E28	9501
275E29	94A8
275E2A	954D
275E2B	955C
275E2C	955D
275E2E	955E
275E2F	94F2
275E30	94FF
275E31	94FE
275E32	9556
275E33	9557
275E34	9542
275E35	9558
275E36	9559
275E37	9535
275E39	94D9
275E3A	9570
275E3B	9508
275E3C	956D
275E3D	94C1
275E3E	94DB
275E3F	94CE
275E40	956F
275E43	94F8
275E44	9573
275E45	94C4
275E46	9576
275E47	94A5
275E48	92AE
275E49	9523
275E4A	94BB
275E4B	51FF
275E4C	957F
275E4D	95E8
275E4E	95E9
275E4F	95EA
275E50	95ED
275E51	95F5
275E52	95F0
275E53	5F00
275E54	95F2
275E55	95F4
275E57	95F8
275E58	9602
275E59	95FA
275E5A	95FD
275E5B	9601
275E5C	9600
275E5D	5408
275E5E	9605
275E5F	95FE
275E60	960E
275E61	9614
275E62	9615
275E63	9611
275E64	95F1
275E65	677F
275E67	95EF
275E68	9617
275E69	5173
275E6A	9610
275E6B	8F9F
275E7B	9635
275F23	9648
275F24	9646
275F2A	9634
275F2B	961F
275F2C	9636
275F2E	9633
275F37	9645
275F39	968F
275F3A	9669
275F3B	9690
275F3C	9647
275F3D	96B6
275F3E	53EA
275F4A	867D
275F4B	6742
275F4C	9E21
275F4D	96CF
275F4E	53CC
275F4F	79BB
275F50	96BE
275F54	4E91
275F55	7535
275F67	96FE
275F6B	9701
275F6D	972D
275F6E	96F3
275F6F	7075
275F79	9765
276023	5DE9
276029	9791
27602C	97E6
27602D	97E7
27602E	97E9
27602F	97EC
276030	827D
276036	54CD
276037	9875
276038	9876
276039	9877
27603A	9879
27603B	987A
27603C	987B
27603D	9884
27603E	987C
27603F	987D
276040	987F
276041	9881
276042	9882
276043	9887
276044	9886
276045	9889
276046	5934
276047	988A
276048	9888
276049	9891
27604A	9893
27604B	9894
27604C	9890
27604D	9897
27604E	989C
27604F	989D
276050	9898
276051	989A
276052	989B
276053	7C7B
276054	98A0
276055	613F
276056	987E
276057	98A4
276058	663E
276059	9885
27605A	98A6
27605B	98CE
27605C	98D2
27605D	53F0
27605E	522E
27605F	98D3
276061	98D5
276062	98D8
276063	98DE
276065	9965
276067	9968
276068	996C
276069	996A
27606A	996E
27606B	996D
27606C	9972
27606D	9974
27606E	9971
27606F	9970
276070	997A
276071	517B
276072	9975
276073	9977
276075	9981
276076	4F59
276077	997F
276078	997C
276079	9986
27607A	996F
27607B	9984
27607C	9985
27607E	998F
276121	998A
